4437-2019-05-19_96_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;113.0
o;14;17.0;Inderbitzin Dominic;;32;35.25;14;17.0;0;0.0;8.5
o;20;25.5;Hotz Basil (2003);;32;35.25;20;25.5;0;0.0;8.5

37b;Schuler Yannick (2003);;;;;;;;;;34.0
o;;;Gisler Silvan (2002);;;;;;;;8.5
o;7;8.5;Blattmann Roman (2003);;32;35.25;7;8.5;0;0.0;8.5
o;14;17.0;Betschart Xaver (2002);;32;35.25;14;17.0;0;0.0;8.5
o;20;25.5;Bösch Dario;;31;35.5;20;25.5;0;0.0;8.5

37c;Fischlin Livio (2002);;;;;;;;;;34.0
o;;;Kathriner Severin;;;;;;;;8.5
o;7;8.5;Dittli Mathias (2002);;20;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Lagler Reto;;32;35.25;14;17.0;0;0.0;8.5
o;20;25.5;Auf der Maur Alex;;31;35.5;20;25.5;0;0.0;8.5

38a;Suter Lukas (2002);;;;;;;;;;26.75
+;;;Bürgi Simon (2003);;;;;;;;9.75
o;4;9.75;Murer Andy;**;11;56.0;6;8.75;2;-1.0;8.5
o;9;18.25;Flück Bruno;;23;53.0;11;17.75;2;-0.5;8.5

39a;Hösli Fritz;*;;;;;;;;;26.25
-;;;Kenel Franz-Toni;*;;;;;;;8.75
-;6;8.75;Gasser Stefan;**;10;56.25;6;8.75;0;0.0;8.75
-;12;17.5;von Ah Markus;;21;53.5;8;18.5;-4;1.0;8.75

40a;Aregger Fabian (2001);;;;;;;;;;18.25
+;;;Krieg Silvan;;;;;;;;9.75
o;4;9.75;Schürpf Guido;;15;55.0;6;8.75;2;-1.0;8.5

41a;Gemsch Stefan;;;;;;;;;;17.0
o;;;Schwyzer Samuel (2001);;;;;;;;8.5
o;7;8.5;Gander Benjamin;;17;54.5;7;8.5;0;0.0;8.5

